image.num,stim.race,stim.gen,hair_length,stim.num,discriminator_score,red_mean,green_mean,blue_mean,luminance,Skintone.1,Race.1,RaceTextbox.1,Afrocentric.1,Eurocentric.1,Asiocentric.1,Masculinity.1,Femininity.1,Hair.1,Skintone.2,Race.2,RaceTextbox.2,Afrocentric.2,Eurocentric.2,Asiocentric.2,Masculinity.2,Femininity.2,Hair.2,Skintone.3,Race.3,RaceTextbox.3,Afrocentric.3,Eurocentric.3,Asiocentric.3,Masculinity.3,Femininity.3,Hair.3,Skintone.4,Race.4,RaceTextbox.4,Afrocentric.4,Eurocentric.4,Asiocentric.4,Masculinity.4,Femininity.4,Hair.4,Skintone.5,Race.5,RaceTextbox.5,Afrocentric.5,Eurocentric.5,Asiocentric.5,Masculinity.5,Femininity.5,Hair.5,Skintone.6,Race.6,RaceTextbox.6,Afrocentric.6,Eurocentric.6,Asiocentric.6,Masculinity.6,Femininity.6,Hair.6,Skintone.7,Race.7,RaceTextbox.7,Afrocentric.7,Eurocentric.7,Asiocentric.7,Masculinity.7,Femininity.7,Hair.7,Skintone.8,Race.8,RaceTextbox.8,Afrocentric.8,Eurocentric.8,Asiocentric.8,Masculinity.8,Femininity.8,Hair.8,Skintone.9,Race.9,RaceTextbox.9,Afrocentric.9,Eurocentric.9,Asiocentric.9,Masculinity.9,Femininity.9,Hair.9,Skintone.10,Race.10,RaceTextbox.10,Afrocentric.10,Eurocentric.10,Asiocentric.10,Masculinity.10,Femininity.10,Hair.10,Skintone.11,Race.11,RaceTextbox.11,Afrocentric.11,Eurocentric.11,Asiocentric.11,Masculinity.11,Femininity.11,Hair.11,Skintone.12,Race.12,RaceTextbox.12,Afrocentric.12,Eurocentric.12,Asiocentric.12,Masculinity.12,Femininity.12,Hair.12,Skintone.13,Race.13,RaceTextbox.13,Afrocentric.13,Eurocentric.13,Asiocentric.13,Masculinity.13,Femininity.13,Hair.13,Skintone.14,Race.14,RaceTextbox.14,Afrocentric.14,Eurocentric.14,Asiocentric.14,Masculinity.14,Femininity.14,Hair.14,Skintone.15,Race.15,RaceTextbox.15,Afrocentric.15,Eurocentric.15,Asiocentric.15,Masculinity.15,Femininity.15,Hair.15,Skintone.16,Race.16,RaceTextbox.16,Afrocentric.16,Eurocentric.16,Asiocentric.16,Masculinity.16,Femininity.16,Hair.16
32,a,m,long,37.png,121.4112015,100.77367,89.3436,82.757774,0.35803586,4,Native Hawaiian or Other Pacific Islander,,1,2,6,5,2,3,4,Asian,,1,4,7,6,1,3,2,Asian,,1,1,7,4,4,3,7,Asian,,1,1,7,5,2,2,4,Asian,,1,2,6,4,2,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
33,a,m,long,38.png,159.2909393,151.48192,137.5523,127.19562,0.5481069,4,Asian,,1,1,7,6,1,7,2,Asian,,1,2,7,6,1,6,2,Asian,,1,1,7,7,1,6,3,Native Hawaiian or Other Pacific Islander,,1,4,5,7,1,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
34,a,m,long,39.png,117.4791718,104.23934,76.74076,62.438744,0.31983042,4,American Indian or Alaska Native,,2,1,6,6,2,6,4,Native Hawaiian or Other Pacific Islander,,1,1,1,6,1,6,4,American Indian or Alaska Native,,1,1,2,4,3,7,4,American Indian or Alaska Native,,1,1,3,6,2,7,2,American Indian or Alaska Native,,2,3,4,5,3,6,3,White,,1,7,5,7,1,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
35,a,m,long,4.png,173.2068329,117.52995,112.97027,102.60378,0.44388956,4,Asian,,1,3,6,5,2,5,4,Asian,,1,1,5,6,2,7,2,Native Hawaiian or Other Pacific Islander,,5,6,4,4,3,3,2,Asian,,1,2,7,5,2,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
36,a,m,long,40.png,132.2465973,148.30035,132.44504,129.14972,0.5316831,3,Asian,,1,1,7,6,1,6,5,Asian,,1,1,7,5,3,5,2,Native Hawaiian or Other Pacific Islander,,1,2,6,2,2,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
37,a,m,long,41.png,122.2094574,128.21208,115.35554,112.43235,0.46226978,2,Asian,,1,1,7,5,4,7,4,Asian,,3,3,5,3,5,4,2,Asian,,1,2,6,6,2,5,3,Native Hawaiian or Other Pacific Islander,,1,2,7,5,2,6,2,Asian,,1,1,7,5,3,5,3,Native Hawaiian or Other Pacific Islander,,1,2,5,3,4,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
38,a,m,long,42.png,140.3771973,123.61787,117.97198,121.82208,0.46843347,1,White,,1,5,1,4,2,6,1,Asian,,NA,4,6,3,6,7,2,Asian,,1,1,7,2,5,7,1,Asian,,1,1,7,2,6,6,2,Asian,,1,3,5,1,7,7,1,Asian,,1,1,7,5,3,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
39,a,m,long,43.png,102.4741058,167.77008,161.718,161.00797,0.63903475,3,Native Hawaiian or Other Pacific Islander,,1,1,6,5,1,4,3,Asian,,1,3,6,5,2,6,3,Native Hawaiian or Other Pacific Islander,,2,2,2,6,2,5,3,Native Hawaiian or Other Pacific Islander,,1,3,5,5,4,5,2,Asian,,1,3,7,7,1,4,3,Native Hawaiian or Other Pacific Islander,,1,1,2,5,1,7,3,Asian,,1,2,6,6,2,5,2,Native Hawaiian or Other Pacific Islander,,1,3,1,6,1,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
40,a,m,long,44.png,154.0114899,166.16748,134.10612,124.49684,0.5499261,4,Asian,,1,2,7,5,4,5,3,Asian,,1,1,7,5,1,6,2,Asian,,1,1,7,5,3,6,3,Asian,,2,4,5,6,4,5,3,Asian,,1,5,3,5,3,3,4,White,,1,4,6,6,3,5,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
41,a,m,long,45.png,115.3499146,119.96459,116.70427,144.2317,0.46817368,2,Asian,,2,3,6,5,3,4,1,Asian,,1,2,7,5,4,2,2,Asian,,1,3,5,3,3,3,1,Asian,,1,1,7,4,4,3,1,White,,1,6,1,4,4,3,1,Asian,,1,4,5,3,5,3,1,Asian,,1,2,6,5,3,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
42,a,m,long,46.png,84.1632843,100.48616,90.68794,76.173035,0.35970286,4,Asian,,1,1,6,3,3,5,2,Asian,,1,2,5,6,2,7,4,Asian,,1,2,6,4,2,4,4,American Indian or Alaska Native,,1,1,5,7,1,6,3,Asian,,1,4,4,6,1,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
43,a,m,long,47.png,120.619812,93.91515,87.95182,83.81832,0.3487127,3,Asian,,1,1,7,7,1,7,2,Asian,,3,1,5,3,2,7,2,Asian,,1,1,7,7,3,7,2,Asian,,1,1,7,7,1,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
44,a,m,long,48.png,177.4814606,169.92174,154.05351,143.86522,0.6144822,1,Asian,,1,1,3,5,3,2,2,Asian,,1,1,7,7,1,3,2,Asian,,1,2,6,5,2,6,2,Asian,,1,1,7,7,2,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
45,a,m,long,49.png,182.5407715,148.13187,131.06812,123.3004,0.5260255,4,Asian,,1,1,6,6,1,6,1,Asian,,1,1,7,2,4,5,3,Asian,,1,2,7,4,4,4,2,Asian,,1,1,6,6,NA,6,2,Asian,,1,1,4,3,2,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
46,a,m,long,5.png,155.4259186,142.90077,128.78181,119.71096,0.5142347,3,American Indian or Alaska Native,,1,1,3,5,3,4,2,White,,5,4,5,4,4,4,3,Asian,,1,2,5,5,3,5,1,Asian,,1,1,7,7,1,7,4,White,,1,3,1,5,1,5,3,Native Hawaiian or Other Pacific Islander,,1,1,3,6,NA,5,4,Native Hawaiian or Other Pacific Islander,,2,1,6,4,3,5,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
47,a,m,long,50.png,147.7268066,121.10183,108.13212,98.20251,0.4320541,2,Asian,,1,1,7,7,1,6,2,Asian,,1,4,5,6,2,6,3,Asian,,1,1,6,6,1,5,3,Native Hawaiian or Other Pacific Islander,,1,2,5,4,3,5,2,Asian,,1,1,7,7,1,4,3,American Indian or Alaska Native,,1,3,6,6,2,5,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
48,a,m,long,51.png,141.5117493,98.547066,127.65479,136.73164,0.47889996,5,Native Hawaiian or Other Pacific Islander,,3,3,4,7,1,7,3,Asian,,1,1,6,5,2,7,4,American Indian or Alaska Native,,1,5,1,6,3,7,2,Asian,,1,1,7,6,2,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
49,a,m,long,52.png,76.07169342,112.457565,108.975296,104.49138,0.4289893,3,Asian,,1,3,6,4,4,4,3,Asian,,1,1,7,7,1,7,1,American Indian or Alaska Native,,1,5,5,7,1,7,2,Asian,,1,1,7,7,1,7,1,White,,1,7,1,4,2,7,4,Asian,,1,3,5,5,3,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
50,a,m,long,53.png,173.5653534,153.14856,146.4914,141.3445,0.5785715,4,American Indian or Alaska Native,,1,1,4,6,2,7,1,Asian,,1,1,7,7,1,7,2,Asian,,1,1,7,5,2,7,4,American Indian or Alaska Native,,3,4,3,5,3,6,2,Asian,,1,2,6,5,1,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
51,a,m,long,54.png,136.0263824,136.31203,85.79566,69.93782,0.37409648,2,Asian,,1,4,5,3,4,4,1,Asian,,2,4,7,5,4,5,4,Asian,,1,2,6,4,4,5,1,American Indian or Alaska Native,,1,2,1,7,1,7,1,Asian,,1,2,6,5,3,5,2,Asian,,1,2,6,2,6,6,3,Asian,,1,3,5,2,6,6,3,Asian,,1,1,7,7,1,5,1,Asian,,1,4,4,4,4,5,3,Native Hawaiian or Other Pacific Islander,,1,4,4,6,1,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
52,a,m,long,55.png,164.932373,166.04526,143.54346,134.26692,0.57905674,3,Native Hawaiian or Other Pacific Islander,,3,2,5,4,2,2,2,American Indian or Alaska Native,,1,3,6,2,1,2,4,Asian,,1,1,5,5,2,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
53,a,m,long,56.png,128.8761444,104.565636,105.18365,104.22744,0.41169888,2,Native Hawaiian or Other Pacific Islander,,1,3,6,3,3,5,2,Asian,,2,2,6,6,1,7,4,Asian,,3,4,6,4,4,5,2,American Indian or Alaska Native,,1,4,5,5,2,7,2,American Indian or Alaska Native,,1,3,6,6,2,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
54,a,m,long,57.png,141.1966705,158.53375,71.32802,50.462322,0.3465423,2,Asian,,1,1,6,6,2,6,2,Asian,,1,1,7,6,1,7,2,Asian,,1,1,7,5,1,5,3,American Indian or Alaska Native,,1,1,6,7,1,7,1,Native Hawaiian or Other Pacific Islander,,1,1,7,7,1,7,2,Asian,,1,2,6,6,2,6,3,Black,,3,3,4,7,1,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
55,a,m,long,58.png,159.4664917,168.74164,160.10928,152.56555,0.63294387,2,Asian,,1,1,7,7,1,3,5,Asian,,2,2,6,4,1,3,NA,Native Hawaiian or Other Pacific Islander,,1,2,2,3,4,4,2,Asian,,5,4,5,5,2,3,2,Asian,,1,1,7,5,3,1,2,Asian,,1,1,7,7,2,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
56,a,m,long,59.png,158.1170349,179.77542,147.8162,128.42879,0.60083866,4,American Indian or Alaska Native,,1,1,1,5,2,5,3,,Hispanic,1,1,1,4,1,4,2,American Indian or Alaska Native,,2,4,2,6,1,5,4,Black,,5,1,1,7,1,7,4,Black,,1,3,1,7,1,4,3,American Indian or Alaska Native,,1,5,3,5,3,4,5,American Indian or Alaska Native,,5,1,4,5,1,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
57,a,m,long,6.png,179.2141724,173.59814,159.27292,144.23276,0.63229036,3,Asian,,1,3,7,6,4,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
58,a,m,long,60.png,125.2381897,128.21155,115.22739,104.18347,0.45957533,3,Asian,,1,2,6,7,2,4,3,Native Hawaiian or Other Pacific Islander,,3,1,4,7,1,7,3,Native Hawaiian or Other Pacific Islander,,1,1,7,7,1,7,3,Asian,,1,1,6,7,1,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
59,a,m,long,61.png,125.1183548,153.12051,148.06435,145.49623,0.5841347,4,Native Hawaiian or Other Pacific Islander,,1,3,6,2,5,6,5,American Indian or Alaska Native,,1,5,3,6,2,6,4,Native Hawaiian or Other Pacific Islander,,3,2,6,5,3,7,4,Asian,,2,2,6,6,2,3,2,Native Hawaiian or Other Pacific Islander,,1,2,3,6,2,7,2,Asian,,1,1,7,NA,1,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
60,a,m,long,62.png,131.9033813,125.470985,96.523384,97.758766,0.40301517,4,American Indian or Alaska Native,,4,3,5,6,2,6,3,Asian,,1,1,7,6,2,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
61,a,m,long,63.png,134.1450653,152.4811,141.41446,137.0117,0.5625502,4,Asian,,1,1,5,7,2,7,4,American Indian or Alaska Native,,4,2,4,7,1,7,5,Native Hawaiian or Other Pacific Islander,,2,1,4,7,1,5,3,American Indian or Alaska Native,,1,1,4,4,1,6,3,Asian,,1,NA,NA,NA,3,6,2,Asian,,1,1,7,7,1,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
62,a,m,long,64.png,141.1320648,141.59276,133.79059,122.2996,0.52792394,3,American Indian or Alaska Native,,2,3,5,5,3,3,2,Asian,,1,1,4,4,5,3,1,Asian,,1,5,5,7,1,5,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA
