,X,stim.race,stim.gen,hairlength,stim.num,fullstimname,men.low.agree,dup,matches_prompt,discriminator_score,red_mean,green_mean,blue_mean,luminance,Skintone.1,Race.1,RaceTextbox.1,Afrocentric.1,Eurocentric.1,Asiocentric.1,Masculinity_1,Femininity.1,Hair.1,Skintone.2,Race.2,RaceTextbox.2,Afrocentric.2,Eurocentric.2,Asiocentric.2,Masculinity_2,Femininity.2,Hair.2,Skintone.3,Race.3,RaceTextbox.3,Afrocentric.3,Eurocentric.3,Asiocentric.3,Masculinity_3,Femininity.3,Hair.3,Skintone.4,Race.4,RaceTextbox.4,Afrocentric.4,Eurocentric.4,Asiocentric.4,Masculinity_4,Femininity.4,Hair.4,Skintone.5,Race.5,RaceTextbox.5,Afrocentric.5,Eurocentric.5,Asiocentric.5,Masculinity_5,Femininity.5,Hair.5,Skintone.6,Race.6,RaceTextbox.6,Afrocentric.6,Eurocentric.6,Asiocentric.6,Masculinity_6,Femininity.6,Hair.6,Skintone.7,Race.7,RaceTextbox.7,Afrocentric.7,Eurocentric.7,Asiocentric.7,Masculinity_7,Femininity.7,Hair.7,Skintone.8,Race.8,RaceTextbox.8,Afrocentric.8,Eurocentric.8,Asiocentric.8,Masculinity_8,Femininity.8,Hair.8,Skintone.9,Race.9,RaceTextbox.9,Afrocentric.9,Eurocentric.9,Asiocentric.9,Masculinity_9,Femininity.9,Hair.9,Skintone.10,Race.10,RaceTextbox.10,Afrocentric.10,Eurocentric.10,Asiocentric.10,Masculinity_10,Femininity.10,Hair.10,Skintone.11,Race.11,RaceTextbox.11,Afrocentric.11,Eurocentric.11,Asiocentric.11,Masculinity_11,Femininity.11,Hair.11,Skintone.12,Race.12,RaceTextbox.12,Afrocentric.12,Eurocentric.12,Asiocentric.12,Masculinity_12,Femininity.12,Hair.12,Skintone.13,Race.13,RaceTextbox.13,Afrocentric.13,Eurocentric.13,Asiocentric.13,Masculinity_13,Femininity.13,Hair.13,Skintone.14,Race.14,RaceTextbox.14,Afrocentric.14,Eurocentric.14,Asiocentric.14,Masculinity_14,Femininity.14,Hair.14,Skintone.15,Race.15,RaceTextbox.15,Afrocentric.15,Eurocentric.15,Asiocentric.15,Masculinity_15,Femininity.15,Hair.15,Skintone.16,Race.16,RaceTextbox.16,Afrocentric.16,Eurocentric.16,Asiocentric.16,Masculinity_16,Femininity.16,Hair.16
349,758,Asian,women,long,92.png,awl92.png,No,No,Yes,127.2515945,94.79346,79.67109,72.57098,0.3230383,2,Asian,,1,4,6,1,7,6,3,Asian,,1,1,7,1,7,4,2,Asian,,1,1,7,1,7,7,2,Asian,,1,1,7,1,7,6,3,Asian,,1,2,7,1,7,6,5,Asian,,3,3,6,1,6,5,2,Asian,,1,2,6,1,7,7,2,Asian,,1,2,7,1,7,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,761,Asian,women,long,97.png,awl97.png,No,No,Yes,168.0486603,157.29846,135.43326,128.85823,0.54748577,1,Asian,,1,2,7,1,7,7,2,Asian,,1,3,6,1,7,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,763,Asian,women,short,100.png,awb100.png,No,No,Yes,183.5649567,137.21988,95.94062,138.68622,0.42276248,3,Black or African-American,,4,6,1,2,6,1,3,Black or African-American,,6,1,1,1,5,1,3,Black or African-American,,6,3,4,3,5,1,3,Black or African-American,,4,4,1,1,7,1,4,Native Hawaiian or Other Pacific Islander,,2,1,4,2,4,1,3,Native Hawaiian or Other Pacific Islander,,5,1,2,2,6,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,764,Asian,women,short,106.png,awb106.png,No,No,Yes,178.8204956,214.08817,165.27252,131.42007,0.6792593,3,White,,1,5,1,1,6,5,2,Asian,,1,3,4,1,7,3,3,White,,1,NA,1,1,7,3,1,White,,1,7,1,1,7,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
353,765,Asian,women,short,11.png,awb11.png,No,No,Yes,163.329834,179.16753,151.27005,129.95244,0.6104493,4,Native Hawaiian or Other Pacific Islander,,2,1,3,2,4,1,4,Native Hawaiian or Other Pacific Islander,,2,1,4,3,5,2,4,Black or African-American,,5,2,5,1,7,1,4,Black or African-American,,4,1,1,2,6,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
354,766,Asian,women,short,125.png,awb125.png,No,No,Yes,147.7937775,143.4034,119.44088,108.297966,0.48522678,2,Asian,,1,NA,7,1,6,1,2,Asian,,1,3,5,3,5,1,4,Asian,,1,3,6,2,6,2,2,Native Hawaiian or Other Pacific Islander,,1,5,3,2,6,3,2,Asian,,1,4,6,1,7,2,1,Asian,,1,3,7,1,7,2,2,Asian,,1,1,5,1,5,1,2,Asian,,1,1,4,4,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,767,Asian,women,short,135.png,awb135.png,No,No,Yes,133.5039673,81.90597,82.850914,77.35647,0.32256246,4,Asian,,1,1,7,1,7,3,1,Asian,,1,2,7,2,6,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
356,768,Asian,women,short,138.png,awb138.png,No,No,Yes,164.3953705,188.38869,173.61014,162.78946,0.69008714,3,Asian,,1,1,7,4,5,1,3,Asian,,1,4,4,4,4,1,4,Native Hawaiian or Other Pacific Islander,,1,1,7,3,7,1,2,Asian,,1,1,7,3,5,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
357,769,Asian,women,short,140.png,awb140.png,No,No,Yes,154.4094238,114.31456,99.95808,98.37299,0.4035172,4,Asian,,1,1,7,1,6,5,4,Asian,,1,1,6,1,6,6,3,Asian,,1,1,7,1,7,4,1,Asian,,1,1,7,1,7,4,2,Asian,,1,1,7,1,7,7,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
358,771,Asian,women,short,148.png,awb148.png,No,No,Yes,122.7001877,101.76329,91.927895,94.281944,0.36937058,1,Asian,,1,1,7,5,5,1,3,Asian,,2,2,5,3,5,2,2,Asian,,1,1,7,2,4,1,2,Asian,,3,1,6,3,6,1,2,Asian,,1,1,7,4,3,1,2,American Indian or Alaska Native,,1,1,7,6,1,1,2,Asian,,1,NA,7,6,1,2,1,Asian,,1,1,7,4,3,1,1,Asian,,1,2,6,2,6,1,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
359,772,Asian,women,short,150.png,awb150.png,No,No,Yes,185.1376648,214.1565,205.78714,197.55711,0.81165934,1,Asian,,1,2,7,3,7,7,3,Asian,,1,2,7,2,6,2,2,Asian,,1,2,6,1,7,6,4,Asian,,1,1,5,3,7,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
360,774,Asian,women,short,168.png,awb168.png,No,No,Yes,187.792038,224.38362,188.52248,144.72064,0.75681555,1,White,,1,5,2,3,4,1,1,White,,1,7,1,1,7,1,1,White,White,1,7,1,2,6,1,1,White,,1,7,1,3,6,1,3,White,,1,4,1,2,6,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
361,775,Asian,women,short,17.png,awb17.png,No,No,Yes,153.9785919,108.54445,99.353584,100.01117,0.39747325,2,Asian,,1,1,7,2,6,5,4,Native Hawaiian or Other Pacific Islander,,2,1,4,2,5,3,4,Asian,,1,1,7,1,7,6,3,Asian,,1,1,1,1,7,6,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,776,Asian,women,short,172.png,awb172.png,No,No,Yes,177.3444672,198.6325,198.43709,198.44084,0.7783486,3,Asian,,1,3,6,2,6,4,4,Asian,,1,4,4,1,7,5,3,Asian,,1,3,5,2,6,1,1,Asian,,1,1,7,1,7,1,1,Asian,,1,1,7,1,6,3,1,Not listed,Oriental,NA,4,5,1,7,4,1,Asian,,1,2,5,1,7,3,2,White,,1,5,1,1,7,6,2,White,,2,5,1,1,5,3,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363,777,Asian,women,short,174.png,awb174.png,No,No,Yes,152.3507233,156.80832,137.02893,127.808174,0.5512547,1,Asian,,1,4,7,6,7,1,2,Asian,,3,1,7,3,4,1,1,Asian,,1,2,7,3,6,1,4,Asian,,1,1,7,3,5,1,4,Asian,,1,2,7,3,5,2,5,Asian,,3,3,6,1,6,1,2,Asian,,2,4,4,5,4,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
364,778,Asian,women,short,19.png,awb19.png,No,No,Yes,153.9260254,139.38768,114.75352,102.60854,0.4671216,2,Asian,,1,1,7,2,5,3,3,Asian,,1,1,7,3,5,2,1,Asian,,1,1,7,2,6,1,1,Asian,,1,1,7,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,779,Asian,women,short,197.png,awb197.png,No,No,Yes,174.2536621,184.46593,132.35497,113.49821,0.55716306,3,Asian,,2,3,6,2,4,1,3,Asian,,1,1,7,5,5,1,3,American Indian or Alaska Native,,1,2,5,3,3,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,780,Asian,women,short,217.png,awb217.png,No,No,Yes,193.7500305,113.902626,83.46957,65.259,0.34755906,5,American Indian or Alaska Native,,1,1,4,1,7,1,3,Asian,,1,1,7,1,7,1,1,Asian,,1,3,5,1,7,1,4,Asian,,3,1,7,2,7,1,3,American Indian or Alaska Native,,1,1,2,3,6,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
367,781,Asian,women,short,226.png,awb226.png,No,No,Yes,183.0978546,205.80234,188.65788,186.44313,0.75350654,2,Asian,,1,1,6,2,6,1,1,Asian,,1,1,7,3,5,1,1,Asian,,1,2,7,1,7,1,1,Asian,,1,1,7,1,7,1,1,American Indian or Alaska Native,,1,1,6,3,6,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368,782,Asian,women,short,229.png,awb229.png,No,No,Yes,131.9004517,98.950455,82.87914,80.37797,0.33771193,2,Asian,,1,1,7,6,1,2,1,Asian,,1,3,5,1,7,3,1,Asian,,1,3,6,5,7,3,1,Asian,,1,1,7,1,5,2,1,Asian,,1,2,6,2,5,4,3,Asian,,1,2,NA,7,1,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
369,783,Asian,women,short,23.png,awb23.png,No,No,Yes,154.995285,111.34608,104.58048,98.21411,0.41396034,3,Asian,,1,1,6,5,2,1,2,Asian,,1,1,7,5,5,1,1,Asian,,1,1,7,6,2,1,1,Asian,,1,NA,7,4,4,1,6,American Indian or Alaska Native,,5,6,4,4,3,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,784,Asian,women,short,255.png,awb255.png,No,No,Yes,181.7623749,205.8011,188.86824,186.66249,0.7541576,2,Asian,,1,4,6,1,6,2,1,Asian,,1,1,6,1,7,1,4,Asian,,1,1,7,3,4,1,1,Asian,,1,1,7,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,786,Asian,women,short,27.png,awb27.png,No,No,Yes,150.3893738,132.74428,117.23222,104.63762,0.46910685,5,Black or African-American,,4,1,1,1,7,1,4,Asian,,2,2,6,2,5,1,1,Asian,,1,1,7,3,6,1,1,Asian,,1,4,6,3,6,1,2,White,,2,1,1,1,7,1,3,Asian,,2,2,4,1,7,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,787,Asian,women,short,317.png,awb317.png,No,No,Yes,122.7001877,101.76329,91.927895,94.281944,0.36937058,2,Asian,,1,2,7,3,6,3,4,Asian,,1,2,6,3,5,4,2,Asian,,1,1,7,1,3,3,2,Asian,,1,1,7,2,6,3,3,Asian,,1,1,7,3,5,2,2,White,,1,1,7,1,7,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,788,Asian,women,short,324.png,awb324.png,No,No,Yes,150.3353577,87.545166,87.545166,87.545166,0.34331438,1,Asian,,1,1,7,1,7,4,3,Asian,,1,1,7,1,7,5,1,Asian,,1,2,7,1,7,2,2,Asian,,1,2,6,2,6,4,2,Asian,,1,3,6,2,6,1,2,Asian,,1,1,7,1,7,4,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,789,Asian,women,short,33.png,awb33.png,No,No,Yes,195.0030212,146.38449,136.05864,129.05191,0.540192,6,Black or African-American,,6,2,3,1,7,5,4,American Indian or Alaska Native,,1,4,4,1,7,5,5,Asian,,5,4,5,5,6,4,4,American Indian or Alaska Native,,1,2,6,1,7,6,6,American Indian or Alaska Native,,2,1,4,4,3,4,5,Asian,,2,2,5,1,7,3,3,Asian,,1,2,6,2,6,3,3,Native Hawaiian or Other Pacific Islander,,1,5,2,1,7,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,790,Asian,women,short,337.png,awb337.png,No,No,Yes,134.2691193,128.1852,113.9228,103.759476,0.4557746,3,Asian,,1,1,7,1,7,1,1,Asian,,1,1,7,1,7,1,2,Asian,,1,1,7,3,5,1,3,Asian,,1,1,7,2,5,1,2,Asian,,1,2,5,1,7,2,2,Asian,,2,1,7,2,6,2,2,Asian,,1,3,4,4,4,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,791,Asian,women,short,346.png,awb346.png,No,No,Yes,135.354248,107.80602,103.58874,106.19787,0.41048598,2,Asian,,2,4,6,2,5,1,4,Native Hawaiian or Other Pacific Islander,,4,3,5,2,6,2,5,Asian,,2,2,7,2,6,2,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,792,Asian,women,short,347.png,awb347.png,No,No,Yes,132.2712097,116.586655,96.833885,79.05266,0.39118227,3,Asian,,1,1,6,1,7,3,2,Asian,,1,1,7,1,7,3,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,793,Asian,women,short,37.png,awb37.png,No,No,Yes,185.1578522,200.37666,165.87096,152.00803,0.6753288,1,Asian,,1,4,7,1,7,1,2,Asian,,1,1,5,1,7,1,1,Asian,,3,3,7,1,7,1,2,Asian,,4,2,6,3,5,1,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
