,percent_perturbed,perturbation,input,readable_output,model_type,tokenized_output,confidence,bleu_score,control_number,case,shuffled
103,30,corrupt,bpe_set/with_typos_30.en.bpe,translations/out_with_typos_30.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_with_typos_30.zh_shuffled-en-zh.bpe,μ = 17.8 ± 0.5,17.8,11.0,perturbation,shuffled
104,40,corrupt,bpe_set/with_typos_40.en.bpe,translations/out_with_typos_40.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_with_typos_40.zh_shuffled-en-zh.bpe,μ = 13.3 ± 0.4,13.3,11.0,perturbation,shuffled
105,50,corrupt,bpe_set/with_typos_50.en.bpe,translations/out_with_typos_50.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_with_typos_50.zh_shuffled-en-zh.bpe,μ = 9.2 ± 0.4,9.2,11.0,perturbation,shuffled
106,60,corrupt,bpe_set/with_typos_60.en.bpe,translations/out_with_typos_60.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_with_typos_60.zh_shuffled-en-zh.bpe,μ = 6.0 ± 0.3,6.0,11.0,perturbation,shuffled
107,70,corrupt,bpe_set/with_typos_70.en.bpe,translations/out_with_typos_70.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_with_typos_70.zh_shuffled-en-zh.bpe,μ = 3.3 ± 0.2,3.3,11.0,perturbation,shuffled
108,80,corrupt,bpe_set/with_typos_80.en.bpe,translations/out_with_typos_80.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_with_typos_80.zh_shuffled-en-zh.bpe,μ = 1.6 ± 0.1,1.6,11.0,perturbation,shuffled
109,90,corrupt,bpe_set/with_typos_90.en.bpe,translations/out_with_typos_90.zh_shuffled-en-zh.tok,en-zh,out_bpe_set/out_with_typos_90.zh_shuffled-en-zh.bpe,μ = 0.7 ± 0.1,0.7,11.0,perturbation,shuffled
110,100,lemma,bpe_set/lemma_100.en.bpe,translations/out_lemma_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_lemma_100.zh_non-shuffled-en-zh.bpe,μ = 40.6 ± 0.7,40.6,12.0,perturbation,non-shuffled
111,10,lemma,bpe_set/lemma_10.en.bpe,translations/out_lemma_10.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_lemma_10.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,12.0,perturbation,non-shuffled
112,20,lemma,bpe_set/lemma_20.en.bpe,translations/out_lemma_20.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_lemma_20.zh_non-shuffled-en-zh.bpe,μ = 43.4 ± 0.7,43.4,12.0,perturbation,non-shuffled
113,30,lemma,bpe_set/lemma_30.en.bpe,translations/out_lemma_30.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_lemma_30.zh_non-shuffled-en-zh.bpe,μ = 43.0 ± 0.6,43.0,12.0,perturbation,non-shuffled
114,40,lemma,bpe_set/lemma_40.en.bpe,translations/out_lemma_40.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_lemma_40.zh_non-shuffled-en-zh.bpe,μ = 42.7 ± 0.7,42.7,12.0,perturbation,non-shuffled
115,50,lemma,bpe_set/lemma_50.en.bpe,translations/out_lemma_50.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_lemma_50.zh_non-shuffled-en-zh.bpe,μ = 42.4 ± 0.7,42.4,12.0,perturbation,non-shuffled
116,60,lemma,bpe_set/lemma_60.en.bpe,translations/out_lemma_60.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_lemma_60.zh_non-shuffled-en-zh.bpe,μ = 42.2 ± 0.7,42.2,12.0,perturbation,non-shuffled
117,70,lemma,bpe_set/lemma_70.en.bpe,translations/out_lemma_70.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_lemma_70.zh_non-shuffled-en-zh.bpe,μ = 41.8 ± 0.7,41.8,12.0,perturbation,non-shuffled
118,80,lemma,bpe_set/lemma_80.en.bpe,translations/out_lemma_80.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_lemma_80.zh_non-shuffled-en-zh.bpe,μ = 41.3 ± 0.7,41.3,12.0,perturbation,non-shuffled
119,90,lemma,bpe_set/lemma_90.en.bpe,translations/out_lemma_90.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_lemma_90.zh_non-shuffled-en-zh.bpe,μ = 40.8 ± 0.7,40.8,12.0,perturbation,non-shuffled
120,100,punct.,bpe_set/no_punctuation_100.en.bpe,translations/out_no_punctuation_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_no_punctuation_100.zh_non-shuffled-en-zh.bpe,μ = 38.3 ± 0.7,38.3,13.0,perturbation,non-shuffled
121,10,punct.,bpe_set/no_punctuation_10.en.bpe,translations/out_no_punctuation_10.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_no_punctuation_10.zh_non-shuffled-en-zh.bpe,μ = 43.0 ± 0.7,43.0,13.0,perturbation,non-shuffled
122,20,punct.,bpe_set/no_punctuation_20.en.bpe,translations/out_no_punctuation_20.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_no_punctuation_20.zh_non-shuffled-en-zh.bpe,μ = 42.6 ± 0.7,42.6,13.0,perturbation,non-shuffled
123,30,punct.,bpe_set/no_punctuation_30.en.bpe,translations/out_no_punctuation_30.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_no_punctuation_30.zh_non-shuffled-en-zh.bpe,μ = 42.1 ± 0.7,42.1,13.0,perturbation,non-shuffled
124,40,punct.,bpe_set/no_punctuation_40.en.bpe,translations/out_no_punctuation_40.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_no_punctuation_40.zh_non-shuffled-en-zh.bpe,μ = 41.5 ± 0.7,41.5,13.0,perturbation,non-shuffled
125,50,punct.,bpe_set/no_punctuation_50.en.bpe,translations/out_no_punctuation_50.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_no_punctuation_50.zh_non-shuffled-en-zh.bpe,μ = 40.9 ± 0.7,40.9,13.0,perturbation,non-shuffled
126,60,punct.,bpe_set/no_punctuation_60.en.bpe,translations/out_no_punctuation_60.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_no_punctuation_60.zh_non-shuffled-en-zh.bpe,μ = 40.2 ± 0.7,40.2,13.0,perturbation,non-shuffled
127,70,punct.,bpe_set/no_punctuation_70.en.bpe,translations/out_no_punctuation_70.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_no_punctuation_70.zh_non-shuffled-en-zh.bpe,μ = 39.6 ± 0.7,39.6,13.0,perturbation,non-shuffled
128,80,punct.,bpe_set/no_punctuation_80.en.bpe,translations/out_no_punctuation_80.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_no_punctuation_80.zh_non-shuffled-en-zh.bpe,μ = 38.9 ± 0.7,38.9,13.0,perturbation,non-shuffled
129,90,punct.,bpe_set/no_punctuation_90.en.bpe,translations/out_no_punctuation_90.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_no_punctuation_90.zh_non-shuffled-en-zh.bpe,μ = 38.3 ± 0.7,38.3,13.0,perturbation,non-shuffled
130,100,NER-all,bpe_set/removed_named_allentities_100.en.bpe,translations/out_removed_named_allentities_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_allentities_100.zh_non-shuffled-en-zh.bpe,μ = 27.9 ± 0.6,27.9,14.0,perturbation,non-shuffled
131,10,NER-all,bpe_set/removed_named_allentities_10.en.bpe,translations/out_removed_named_allentities_10.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_allentities_10.zh_non-shuffled-en-zh.bpe,μ = 42.1 ± 0.7,42.1,14.0,perturbation,non-shuffled
132,20,NER-all,bpe_set/removed_named_allentities_20.en.bpe,translations/out_removed_named_allentities_20.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_allentities_20.zh_non-shuffled-en-zh.bpe,μ = 40.1 ± 0.7,40.1,14.0,perturbation,non-shuffled
133,30,NER-all,bpe_set/removed_named_allentities_30.en.bpe,translations/out_removed_named_allentities_30.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_allentities_30.zh_non-shuffled-en-zh.bpe,μ = 38.0 ± 0.6,38.0,14.0,perturbation,non-shuffled
134,40,NER-all,bpe_set/removed_named_allentities_40.en.bpe,translations/out_removed_named_allentities_40.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_allentities_40.zh_non-shuffled-en-zh.bpe,μ = 36.4 ± 0.6,36.4,14.0,perturbation,non-shuffled
135,50,NER-all,bpe_set/removed_named_allentities_50.en.bpe,translations/out_removed_named_allentities_50.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_allentities_50.zh_non-shuffled-en-zh.bpe,μ = 34.5 ± 0.6,34.5,14.0,perturbation,non-shuffled
136,60,NER-all,bpe_set/removed_named_allentities_60.en.bpe,translations/out_removed_named_allentities_60.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_allentities_60.zh_non-shuffled-en-zh.bpe,μ = 33.2 ± 0.6,33.2,14.0,perturbation,non-shuffled
137,70,NER-all,bpe_set/removed_named_allentities_70.en.bpe,translations/out_removed_named_allentities_70.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_allentities_70.zh_non-shuffled-en-zh.bpe,μ = 31.8 ± 0.6,31.8,14.0,perturbation,non-shuffled
138,80,NER-all,bpe_set/removed_named_allentities_80.en.bpe,translations/out_removed_named_allentities_80.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_allentities_80.zh_non-shuffled-en-zh.bpe,μ = 30.5 ± 0.6,30.5,14.0,perturbation,non-shuffled
139,90,NER-all,bpe_set/removed_named_allentities_90.en.bpe,translations/out_removed_named_allentities_90.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_allentities_90.zh_non-shuffled-en-zh.bpe,μ = 29.2 ± 0.6,29.2,14.0,perturbation,non-shuffled
140,100,number,bpe_set/removed_named_entities_cardinal_100.en.bpe,translations/out_removed_named_entities_cardinal_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_cardinal_100.zh_non-shuffled-en-zh.bpe,μ = 40.9 ± 0.7,40.9,15.0,perturbation,non-shuffled
141,10,number,bpe_set/removed_named_entities_cardinal_10.en.bpe,translations/out_removed_named_entities_cardinal_10.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_cardinal_10.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,15.0,perturbation,non-shuffled
142,20,number,bpe_set/removed_named_entities_cardinal_20.en.bpe,translations/out_removed_named_entities_cardinal_20.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_cardinal_20.zh_non-shuffled-en-zh.bpe,μ = 43.3 ± 0.7,43.3,15.0,perturbation,non-shuffled
143,30,number,bpe_set/removed_named_entities_cardinal_30.en.bpe,translations/out_removed_named_entities_cardinal_30.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_cardinal_30.zh_non-shuffled-en-zh.bpe,μ = 43.0 ± 0.7,43.0,15.0,perturbation,non-shuffled
144,40,number,bpe_set/removed_named_entities_cardinal_40.en.bpe,translations/out_removed_named_entities_cardinal_40.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_cardinal_40.zh_non-shuffled-en-zh.bpe,μ = 42.6 ± 0.7,42.6,15.0,perturbation,non-shuffled
145,50,number,bpe_set/removed_named_entities_cardinal_50.en.bpe,translations/out_removed_named_entities_cardinal_50.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_cardinal_50.zh_non-shuffled-en-zh.bpe,μ = 42.3 ± 0.7,42.3,15.0,perturbation,non-shuffled
146,60,number,bpe_set/removed_named_entities_cardinal_60.en.bpe,translations/out_removed_named_entities_cardinal_60.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_cardinal_60.zh_non-shuffled-en-zh.bpe,μ = 42.2 ± 0.7,42.2,15.0,perturbation,non-shuffled
147,70,number,bpe_set/removed_named_entities_cardinal_70.en.bpe,translations/out_removed_named_entities_cardinal_70.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_cardinal_70.zh_non-shuffled-en-zh.bpe,μ = 41.8 ± 0.7,41.8,15.0,perturbation,non-shuffled
148,80,number,bpe_set/removed_named_entities_cardinal_80.en.bpe,translations/out_removed_named_entities_cardinal_80.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_cardinal_80.zh_non-shuffled-en-zh.bpe,μ = 41.5 ± 0.7,41.5,15.0,perturbation,non-shuffled
149,90,number,bpe_set/removed_named_entities_cardinal_90.en.bpe,translations/out_removed_named_entities_cardinal_90.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_cardinal_90.zh_non-shuffled-en-zh.bpe,μ = 41.2 ± 0.7,41.2,15.0,perturbation,non-shuffled
150,100,NER-org,bpe_set/removed_named_entities_organization_100.en.bpe,translations/out_removed_named_entities_organization_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_organization_100.zh_non-shuffled-en-zh.bpe,μ = 38.9 ± 0.6,38.9,16.0,perturbation,non-shuffled
151,10,NER-org,bpe_set/removed_named_entities_organization_10.en.bpe,translations/out_removed_named_entities_organization_10.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_organization_10.zh_non-shuffled-en-zh.bpe,μ = 43.4 ± 0.7,43.4,16.0,perturbation,non-shuffled
152,20,NER-org,bpe_set/removed_named_entities_organization_20.en.bpe,translations/out_removed_named_entities_organization_20.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_organization_20.zh_non-shuffled-en-zh.bpe,μ = 42.8 ± 0.7,42.8,16.0,perturbation,non-shuffled
153,30,NER-org,bpe_set/removed_named_entities_organization_30.en.bpe,translations/out_removed_named_entities_organization_30.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_organization_30.zh_non-shuffled-en-zh.bpe,μ = 42.3 ± 0.7,42.3,16.0,perturbation,non-shuffled
154,40,NER-org,bpe_set/removed_named_entities_organization_40.en.bpe,translations/out_removed_named_entities_organization_40.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_organization_40.zh_non-shuffled-en-zh.bpe,μ = 41.7 ± 0.6,41.7,16.0,perturbation,non-shuffled
155,50,NER-org,bpe_set/removed_named_entities_organization_50.en.bpe,translations/out_removed_named_entities_organization_50.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_organization_50.zh_non-shuffled-en-zh.bpe,μ = 41.1 ± 0.7,41.1,16.0,perturbation,non-shuffled
156,60,NER-org,bpe_set/removed_named_entities_organization_60.en.bpe,translations/out_removed_named_entities_organization_60.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_organization_60.zh_non-shuffled-en-zh.bpe,μ = 40.6 ± 0.6,40.6,16.0,perturbation,non-shuffled
157,70,NER-org,bpe_set/removed_named_entities_organization_70.en.bpe,translations/out_removed_named_entities_organization_70.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_organization_70.zh_non-shuffled-en-zh.bpe,μ = 40.3 ± 0.7,40.3,16.0,perturbation,non-shuffled
158,80,NER-org,bpe_set/removed_named_entities_organization_80.en.bpe,translations/out_removed_named_entities_organization_80.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_organization_80.zh_non-shuffled-en-zh.bpe,μ = 39.8 ± 0.7,39.8,16.0,perturbation,non-shuffled
159,90,NER-org,bpe_set/removed_named_entities_organization_90.en.bpe,translations/out_removed_named_entities_organization_90.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_organization_90.zh_non-shuffled-en-zh.bpe,μ = 39.4 ± 0.6,39.4,16.0,perturbation,non-shuffled
160,100,NER-per,bpe_set/removed_named_entities_person_100.en.bpe,translations/out_removed_named_entities_person_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_person_100.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,17.0,perturbation,non-shuffled
161,10,NER-per,bpe_set/removed_named_entities_person_10.en.bpe,translations/out_removed_named_entities_person_10.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_person_10.zh_non-shuffled-en-zh.bpe,μ = 43.9 ± 0.7,43.9,17.0,perturbation,non-shuffled
162,20,NER-per,bpe_set/removed_named_entities_person_20.en.bpe,translations/out_removed_named_entities_person_20.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_person_20.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,17.0,perturbation,non-shuffled
163,30,NER-per,bpe_set/removed_named_entities_person_30.en.bpe,translations/out_removed_named_entities_person_30.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_person_30.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,17.0,perturbation,non-shuffled
164,40,NER-per,bpe_set/removed_named_entities_person_40.en.bpe,translations/out_removed_named_entities_person_40.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_person_40.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,17.0,perturbation,non-shuffled
165,50,NER-per,bpe_set/removed_named_entities_person_50.en.bpe,translations/out_removed_named_entities_person_50.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_person_50.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,17.0,perturbation,non-shuffled
166,60,NER-per,bpe_set/removed_named_entities_person_60.en.bpe,translations/out_removed_named_entities_person_60.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_person_60.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,17.0,perturbation,non-shuffled
167,70,NER-per,bpe_set/removed_named_entities_person_70.en.bpe,translations/out_removed_named_entities_person_70.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_person_70.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,17.0,perturbation,non-shuffled
168,80,NER-per,bpe_set/removed_named_entities_person_80.en.bpe,translations/out_removed_named_entities_person_80.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_person_80.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,17.0,perturbation,non-shuffled
169,90,NER-per,bpe_set/removed_named_entities_person_90.en.bpe,translations/out_removed_named_entities_person_90.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_removed_named_entities_person_90.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,17.0,perturbation,non-shuffled
170,100,article,bpe_set/rm_article_100.en.bpe,translations/out_rm_article_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_article_100.zh_non-shuffled-en-zh.bpe,μ = 43.2 ± 0.7,43.2,18.0,perturbation,non-shuffled
171,10,article,bpe_set/rm_article_10.en.bpe,translations/out_rm_article_10.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_article_10.zh_non-shuffled-en-zh.bpe,μ = 44.0 ± 0.7,43.9,18.0,perturbation,non-shuffled
172,20,article,bpe_set/rm_article_20.en.bpe,translations/out_rm_article_20.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_article_20.zh_non-shuffled-en-zh.bpe,μ = 43.9 ± 0.7,43.9,18.0,perturbation,non-shuffled
173,30,article,bpe_set/rm_article_30.en.bpe,translations/out_rm_article_30.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_article_30.zh_non-shuffled-en-zh.bpe,μ = 43.9 ± 0.7,43.9,18.0,perturbation,non-shuffled
174,40,article,bpe_set/rm_article_40.en.bpe,translations/out_rm_article_40.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_article_40.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,18.0,perturbation,non-shuffled
175,50,article,bpe_set/rm_article_50.en.bpe,translations/out_rm_article_50.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_article_50.zh_non-shuffled-en-zh.bpe,μ = 43.6 ± 0.7,43.6,18.0,perturbation,non-shuffled
176,60,article,bpe_set/rm_article_60.en.bpe,translations/out_rm_article_60.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_article_60.zh_non-shuffled-en-zh.bpe,μ = 43.6 ± 0.7,43.6,18.0,perturbation,non-shuffled
177,70,article,bpe_set/rm_article_70.en.bpe,translations/out_rm_article_70.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_article_70.zh_non-shuffled-en-zh.bpe,μ = 43.5 ± 0.7,43.5,18.0,perturbation,non-shuffled
178,80,article,bpe_set/rm_article_80.en.bpe,translations/out_rm_article_80.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_article_80.zh_non-shuffled-en-zh.bpe,μ = 43.4 ± 0.7,43.4,18.0,perturbation,non-shuffled
179,90,article,bpe_set/rm_article_90.en.bpe,translations/out_rm_article_90.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_article_90.zh_non-shuffled-en-zh.bpe,μ = 43.3 ± 0.7,43.3,18.0,perturbation,non-shuffled
180,100,demonstrative,bpe_set/rm_demonstrative_100.en.bpe,translations/out_rm_demonstrative_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_demonstrative_100.zh_non-shuffled-en-zh.bpe,μ = 43.2 ± 0.7,43.2,19.0,perturbation,non-shuffled
181,10,demonstrative,bpe_set/rm_demonstrative_10.en.bpe,translations/out_rm_demonstrative_10.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_demonstrative_10.zh_non-shuffled-en-zh.bpe,μ = 43.9 ± 0.7,43.9,19.0,perturbation,non-shuffled
182,20,demonstrative,bpe_set/rm_demonstrative_20.en.bpe,translations/out_rm_demonstrative_20.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_demonstrative_20.zh_non-shuffled-en-zh.bpe,μ = 43.9 ± 0.7,43.9,19.0,perturbation,non-shuffled
183,30,demonstrative,bpe_set/rm_demonstrative_30.en.bpe,translations/out_rm_demonstrative_30.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_demonstrative_30.zh_non-shuffled-en-zh.bpe,μ = 43.8 ± 0.7,43.8,19.0,perturbation,non-shuffled
184,40,demonstrative,bpe_set/rm_demonstrative_40.en.bpe,translations/out_rm_demonstrative_40.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_demonstrative_40.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,19.0,perturbation,non-shuffled
185,50,demonstrative,bpe_set/rm_demonstrative_50.en.bpe,translations/out_rm_demonstrative_50.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_demonstrative_50.zh_non-shuffled-en-zh.bpe,μ = 43.7 ± 0.7,43.7,19.0,perturbation,non-shuffled
186,60,demonstrative,bpe_set/rm_demonstrative_60.en.bpe,translations/out_rm_demonstrative_60.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_demonstrative_60.zh_non-shuffled-en-zh.bpe,μ = 43.6 ± 0.7,43.6,19.0,perturbation,non-shuffled
187,70,demonstrative,bpe_set/rm_demonstrative_70.en.bpe,translations/out_rm_demonstrative_70.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_demonstrative_70.zh_non-shuffled-en-zh.bpe,μ = 43.5 ± 0.7,43.5,19.0,perturbation,non-shuffled
188,80,demonstrative,bpe_set/rm_demonstrative_80.en.bpe,translations/out_rm_demonstrative_80.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_demonstrative_80.zh_non-shuffled-en-zh.bpe,μ = 43.5 ± 0.7,43.5,19.0,perturbation,non-shuffled
189,90,demonstrative,bpe_set/rm_demonstrative_90.en.bpe,translations/out_rm_demonstrative_90.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_rm_demonstrative_90.zh_non-shuffled-en-zh.bpe,μ = 43.4 ± 0.7,43.4,19.0,perturbation,non-shuffled
190,100,determiner,bpe_set/without_DT_100.en.bpe,translations/out_without_DT_100.zh_non-shuffled-en-zh.tok,en-zh,out_bpe_set/out_without_DT_100.zh_non-shuffled-en-zh.bpe,μ = 42.2 ± 0.7,42.2,20.0,perturbation,non-shuffled
